code,description,manufacturer,car_type,category,common_cause,fix_tip
U063F,Lost Communication With Engine Coolant Flow Control Valve Position Sensor,U,,,,
U0640,Lost Communication With EVAP Fuel Vapor Temperature Sensor Circuit,U,,,,
U0641,Lost Communication With EVAP System Pressure Sensor/Switch Circuit A,U,,,,
U0642,Lost Communication With EVAP System Pressure Sensor/Switch Circuit B,U,,,,
U0643,Lost Communication With Turbocharger/Supercharger A Temperature Sensor,U,,,,
U0644,Lost Communication With Wastegate Position Sensor A,U,,,,
U0645,Lost Communication With Active Air Dam Module,U,,,,
U0646,Lost Communication With Motor Electronics Coolant Pump A,U,,,,
U0647,Lost Communication With Motor Electronics Coolant Pump B,U,,,,
U0648,Lost Communication With Motor Electronics Coolant Pump C,U,,,,
U0649,Lost Communication With Coolant Pump D,U,,,,
U064A,Lost Communication With Hybrid/EV Battery Pack Current Sensor A,U,,,,
U064B,Lost Communication With Hybrid/EV Battery Pack Current Sensor B,U,,,,
U064C,Lost Communication With Hybrid/EV Battery Pack Current Sensor C,U,,,,
U064D,Lost Communication With Trailer Brake Control Switch,U,,,,
U064E,Lost Communication With EGR Cooler Bypass Position Sensor Bank 1,U,,,,
U064F,Lost Communication With Intake Manifold Runner Position Sensor Bank 1,U,,,,
U0650,Lost Communication With Exhaust Pressure Control Valve A Sensor/Switch,U,,,,
U0651,Lost Communication With EGR Sensor A,U,,,,
U0652,Lost Communication With EGR Sensor B,U,,,,
U0653,Lost Communication With EGR Sensor C,U,,,,
U0654,Lost Communication With Diesel Intake Air Flow A Position Sensor,U,,,,
U0655,Lost Communication With Diesel Intake Air Flow B Position Sensor,U,,,,
U0656,Lost Communication With Turbocharger/Supercharger Boost Control A Position Sensor,U,,,,
U0657,Lost Communication With Turbocharger/Supercharger Bypass Valve A Position Sensor,U,,,,
U0658,Lost Communication With Windshield Temperature Sensor,U,,,,
U0659,Lost Communication With Left Front Temperature Actuator,U,,,,
U065A,Lost Communication With Right Front Temperature Actuator,U,,,,
U065B,Lost Communication With Left Front Mode Actuator,U,,,,
U065C,Lost Communication With Right Front Mode Actuator,U,,,,
U065D,Lost Communication With Air Intake Actuator,U,,,,
U065E,Lost Communication With Ram Air Actuator,U,,,,
U065F,Lost Communication With Left Rear Temperature Actuator A,U,,,,
U0660,Lost Communication With Left Rear Temperature Actuator B,U,,,,
U0661,Lost Communication With Right Rear Temperature Actuator A,U,,,,
U0662,Lost Communication With Right Rear Temperature Actuator B,U,,,,
U0663,Lost Communication With Rear Mode Actuator,U,,,,
U0664,Lost Communication With Rear HVAC Air Cutoff Actuator,U,,,,
U0665,Lost Communication With Fuel Rail Pressure Sensor Bank 2,U,,,,
U0666,Lost Communication With Reductant Pressure Sensor,U,,,,
U0667,Lost Communication With Engine Oil Temperature Sensor A,U,,,,
U0668,Lost Communication With Engine Oil Level Sensor Circuit,U,,,,
U0669,Lost Communication With EGR Sensor D,U,,,,
U066A,Lost Communication With EGR Sensor E,U,,,,
U066B,Lost Communication With Turbocharger/Supercharger Bypass Valve B Position Sensor,U,,,,
U066C,Lost Communication With Exhaust Heat Exchanger Bypass Valve Actuator B,U,,,,
U066D,Lost Communication With Charge Air Cooler Temperature Sensor Bank 1,U,,,,
U066E,Lost Communication With Charge Air Cooler Temperature Sensor Bank 2,U,,,,
U066F,Lost Communication With Low Pressure Fuel System Sensor,U,,,,
U0670,Lost Communication With Fuel Temperature Sensor A,U,,,,
U0671,Lost Communication With Fuel Temperature Sensor B,U,,,,
U0672,Lost Communication With Engine Coolant Pump,U,,,,
U0673,Lost Communication With Ion Sense Module,U,,,,
U0674,Lost Communication With Wastegate Position Sensor B,U,,,,
U0675,Lost Communication With Turbocharger/Supercharger Speed Sensor A,U,,,,
U0676,Lost Communication With Fuel Level Sensor A,U,,,,
U0677,Lost Communication With Fuel Level Sensor B,U,,,,
U0678,Lost Communication With Fuel Level Sensor C,U,,,,
U0679,Lost Communication With Transmission Fluid Pressure Sensor/Switch A,U,,,,
U067A,Lost Communication With Transmission Fluid Pressure Sensor/Switch B,U,,,,
U067B,Lost Communication With Engine Disconnect Clutch Pressure Sensor,U,,,,
U067C,Lost Communication With Fan 3,U,,,,
U067D,Lost Communication With Fan 4,U,,,,
U067E,Lost Communication With Exhaust Pressure Control Valve B Sensor/Switch,U,,,,
U067F,Lost Communication With Barometric Pressure Sensor A,U,,,,
U0680,Lost Communication With Barometric Pressure Sensor B,U,,,,
U0681,Lost Communication With Throttle/Pedal Position Sensor/Switch D,U,,,,
U0682,Lost Communication With Throttle/Pedal Position Sensor/Switch E,U,,,,
U0683,Lost Communication With Throttle/Pedal Position Sensor/Switch F,U,,,,
U0684,Lost Communication With Catalyst Temperature Bank 1 Sensor 1,U,,,,
U0685,Lost Communication With Catalyst Temperature Bank 1 Sensor 2,U,,,,
U0686,Lost Communication With Catalyst Temperature Bank 2 Sensor 1,U,,,,
U0687,Lost Communication With Catalyst Temperature Bank 2 Sensor 2,U,,,,
U0688,Lost Communication With Throttle Position Sensor/Switch G,U,,,,
U0689,Lost Communication With Turbocharger/Supercharger B Temperature Sensor,U,,,,
U068A,Lost Communication With Barometric Pressure Sensor C,U,,,,
U068B,Lost Communication With Turbocharger/Supercharger Inlet Pressure Sensor A,U,,,,
U068C,Lost Communication With Turbocharger/Supercharger Inlet Pressure Sensor B,U,,,,
U068D,Lost Communication With EGR Temperature Sensor A,U,,,,
U068E,Lost Communication With EGR Temperature Sensor B,U,,,,
U068F,Lost Communication With EGR Temperature Sensor C,U,,,,
U0690,Lost Communication With EGR Temperature Sensor D,U,,,,
U0691,Lost Communication With Exhaust Pressure Sensor A,U,,,,
U0692,Lost Communication With Exhaust Pressure Sensor B,U,,,,
U0693,Lost Communication With Humidity Sensor,U,,,,
U0694,Lost Communication With Hybrid/EV Battery Pack Coolant Pump A,U,,,,
U0695,Lost Communication With Hybrid/EV Battery Pack Coolant Pump B,U,,,,
U0696,Lost Communication With Particulate Filter Pressure Sensor C,U,,,,
U0697,Lost Communication With Particulate Filter Pressure Sensor D,U,,,,
U0698,Lost Communication with Coolant Pump “E”,U,,,,
U0699,Lost Communication with Coolant Pump “F”,U,,,,
U069A,Lost Communication With Exhaust Gas Temperature Sensor Bank 1 Sensor 3,U,,,,
U069B,Lost Communication With Exhaust Gas Temperature Sensor Bank 1 Sensor 4,U,,,,
U069C,Lost Communication With Exhaust Gas Temperature Sensor Bank 2 Sensor 3,U,,,,
U069D,Lost Communication With Exhaust Gas Temperature Sensor Bank 2 Sensor 4,U,,,,
U069E,Lost Communication with Coolant Heater A,U,,,,
U069F,Lost Communication With Exhaust Pressure Sensor C,U,,,,
U0901,Invalid Data from Ion Sense Module,U,,,,
U1000,Manufacturer Controlled DTC,U,,,,
U2000,Manufacturer Controlled DTC,U,,,,
U3000,Control Module,U,,,,
U3001,Control Module Improper Shutdown Performance,U,,,,
U3002,Vehicle Identification Number,U,,,,
U3003,Battery Voltage,U,,,,
U3004,Accessory Power Relay,U,,,,
U3005,Retained Accessory Power,U,,,,
U3006,Control Module Input Power A Circuit/Open,U,,,,
U3007,Control Module Input Power B Circuit/Open,U,,,,
U3008,Control Module Ground A,U,,,,
U3009,Control Module Ground B,U,,,,
U300A,Ignition Switch,U,,,,
U300B,Ignition Input Accessory/On/Start,U,,,,
U300C,Ignition Input Off/On/Start,U,,,,
U300D,Ignition Input On/Start,U,,,,
U300E,Ignition Input On,U,,,,
U300F,Ignition Input Accessory,U,,,,
U3010,Ignition Input Start,U,,,,
U3011,Ignition Input Off,U,,,,
U3012,Control Module Improper Wake-up Performance,U,,,,
U3013,Control Module Input Power C Circuit/Open,U,,,,
U3014,Control Module Input Power D Circuit/Open,U,,,,
U3015,Control Module Ground C,U,,,,
U3016,Control Module Ground D,U,,,,
U3017,Control Module Timer/Clock Performance,U,,,,
U3018,Control Module Input Power Circuit A/B Correlation,U,,,,
U3019,Control Module Input Power Circuit B/C Correlation,U,,,,
U301A,Control Module Wake-up Circuit A/Open,U,,,,
U301B,Control Module Wake-up Circuit A Low,U,,,,
U301C,Control Module Wake-up Circuit A High,U,,,,
U301D,Control Module Wake-up Circuit A Performance,U,,,,
U301E,Control Module Wake-up Circuit B/Open,U,,,,
U301F,Control Module Wake-up Circuit B Low,U,,,,
U3020,Control Module Wake-up Circuit B High,U,,,,
U3021,Control Module Wake-up Circuit B Performance,U,,,,
U3022,Ignition Input Accessory/Off,U,,,,
U3023,Control Module Input Power Circuit A - Ignition Input On/Start Circuit Correlation,U,,,,
U3024,Control Module Input Power Circuit B - Ignition Input On/Start Circuit Correlation,U,,,,
U3025,Control Module A Disable Circuit/Open,U,,,,
U3026,Control Module A Disable Circuit Low,U,,,,
U3027,Control Module A Disable Circuit High,U,,,,
U3028,Control Module A Disable Feedback Circuit,U,,,,
U3029,Control Module A Disable Feedback Circuit Low,U,,,,
U302A,Control Module A Disable Feedback Circuit High,U,,,,
U302B,Ignition Output Accessory/On/Start,U,,,,
U302C,Ignition Output Off/On/Start,U,,,,
U302D,Ignition Output On/Start,U,,,,
U302E,Ignition Output On,U,,,,
U302F,Ignition Output Accessory,U,,,,
U3030,Ignition Output Start,U,,,,
U3031,Ignition Output Off,U,,,,
U3032,Ignition Output Accessory/Off,U,,,,
U3033,Control Module Security Certificate Missing/Invalid,U,,,,
U3034,Communication Authentication Key/Certificate Missing/Invalid,U,,,,
U3035,Communication Authentication Signal Invalid Data,U,,,,
U3036,Communication Authentication Signal Performance,U,,,,
U3500,Control Module Input Power A Circuit Range/Performance,U,,,,
U3501,Control Module Input Power A Circuit Low,U,,,,
U3502,Control Module Input Power A Circuit High,U,,,,
U3503,Control Module Input Power A Circuit Intermittent/Erratic,U,,,,
U3504,Control Module Input Power B Circuit Range/Performance,U,,,,
U3505,Control Module Input Power B Circuit Low,U,,,,
U3506,Control Module Input Power B Circuit High,U,,,,
U3507,Control Module Input Power B Circuit Intermittent/Erratic,U,,,,
U3508,Control Module Input Power C Circuit Range/Performance,U,,,,
U3509,Control Module Input Power C Circuit Low,U,,,,
U350A,Control Module Input Power C Circuit High,U,,,,
U350B,Control Module Input Power C Circuit Intermittent/Erratic,U,,,,
U350C,Control Module Cooling Fan Circuit/Open,U,,,,
U350D,Control Module Cooling Fan Circuit Low,U,,,,
U350E,Control Module Cooling Fan Circuit High,U,,,,
U350F,Control Module Cooling Fan Circuit Range/Performance,U,,,,
U3510,Control Module Missing Calibration,U,,,,
U3511,High Voltage System Interlock Circuit B,U,,,,
U3512,High Voltage System Interlock Circuit B Performance,U,,,,
U3513,High Voltage System Interlock Circuit B Low,U,,,,
U3514,High Voltage System Interlock Circuit B High,U,,,,
U3515,High Voltage System Interlock Circuit C,U,,,,
U3516,High Voltage System Interlock Circuit C Performance,U,,,,
U3517,High Voltage System Interlock Circuit C Low,U,,,,
U3518,High Voltage System Interlock Circuit C High,U,,,,
U3519,High Voltage System Interlock Circuit D,U,,,,
U351A,High Voltage System Interlock Circuit D Performance,U,,,,
U351B,High Voltage System Interlock Circuit D Low,U,,,,
U351C,High Voltage System Interlock Circuit D High,U,,,,
U351D,High Voltage System Interlock Circuit E,U,,,,
U351E,High Voltage System Interlock Circuit E Performance,U,,,,
U351F,High Voltage System Interlock Circuit E Low,U,,,,
U3520,High Voltage System Interlock Circuit E High,U,,,,
U3521,High Voltage System Interlock Circuit F,U,,,,
U3522,High Voltage System Interlock Circuit F Performance,U,,,,
U3523,High Voltage System Interlock Circuit F Low,U,,,,
U3524,High Voltage System Interlock Circuit F High,U,,,,
U3525,High Voltage System Interlock Circuit G,U,,,,
U3526,High Voltage System Interlock Circuit G Performance,U,,,,
U3527,High Voltage System Interlock Circuit G Low,U,,,,
U3528,High Voltage System Interlock Circuit G High,U,,,,
U3529,High Voltage System Interlock Circuit H,U,,,,
U352A,High Voltage System Interlock Circuit H Performance,U,,,,
U352B,High Voltage System Interlock Circuit H Low,U,,,,
U352C,High Voltage System Interlock Circuit H High,U,,,,
U352D,High Voltage System Interlock Circuit J,U,,,,
U352E,High Voltage System Interlock Circuit J Performance,U,,,,
U352F,High Voltage System Interlock Circuit J Low,U,,,,
U3530,High Voltage System Interlock Circuit J High,U,,,,
U3531,High Voltage System Interlock Circuit K,U,,,,
U3532,High Voltage System Interlock Circuit K Performance,U,,,,
U3533,High Voltage System Interlock Circuit K Low,U,,,,
U3534,High Voltage System Interlock Circuit K High,U,,,,
U3535,High Voltage System Interlock Circuit L,U,,,,
U3536,High Voltage System Interlock Circuit L Performance,U,,,,
U3537,High Voltage System Interlock Circuit L Low,U,,,,
U3538,High Voltage System Interlock Circuit L High,U,,,,
U3539,High Voltage System Interlock Circuit M,U,,,,
U353A,High Voltage System Interlock Circuit M Performance,U,,,,
U353B,High Voltage System Interlock Circuit M Low,U,,,,
U353C,High Voltage System Interlock Circuit M High,U,,,,
U353D,High Voltage System Interlock Circuit N,U,,,,
U353E,High Voltage System Interlock Circuit N Performance,U,,,,
U353F,High Voltage System Interlock Circuit N Low,U,,,,
U3540,High Voltage System Interlock Circuit N High,U,,,,
U3541,High Voltage System Interlock Circuit O,U,,,,
U3542,High Voltage System Interlock Circuit O Performance,U,,,,
U3543,High Voltage System Interlock Circuit O Low,U,,,,
U3544,High Voltage System Interlock Circuit O High,U,,,,
U3545,High Voltage System Interlock Circuit P,U,,,,
U3546,High Voltage System Interlock Circuit P Performance,U,,,,
U3547,High Voltage System Interlock Circuit P Low,U,,,,
U3548,High Voltage System Interlock Circuit P High,U,,,,
U3549,Hydrogen Tank High Pressure Sensor 1 Circuit,U,,,,
U354A,Hydrogen Tank A Temperature Sensor 1 Circuit,U,,,,
U354B,Hydrogen Tank A Temperature Sensor 2 Circuit,U,,,,
U354C,Hydrogen Tank B Temperature Sensor 1 Circuit,U,,,,
U354D,Hydrogen Tank B Temperature Sensor 2 Circuit,U,,,,
U354E,Hydrogen Tank C Temperature Sensor 1 Circuit,U,,,,
U354F,Hydrogen Tank C Temperature Sensor 2 Circuit,U,,,,
U3550,Hydrogen Tank A Valve Control Circuit,U,,,,
U3551,Hydrogen Tank A Valve Enable Circuit,U,,,,
U3552,Hydrogen Tank A Valve Performance,U,,,,
U3553,Hydrogen Tank B Valve Control Circuit,U,,,,
U3554,Hydrogen Tank B Valve Enable Circuit,U,,,,
